1,1,1,1
2,2,2,1
3,3,2,1
4,4,2,1
5,5,2,1
6,6,3,1
7,7,3,1
8,8,3,1
9,9,4,1
10,10,4,1
11,11,4,1
12,12,4,1
13,13,4,1
14,14,5,1
15,15,7,1
16,16,7,1
17,17,6,1
18,18,6,1
19,19,6,1
20,20,9,1
21,21,10,1
22,22,9,1
23,23,9,1
24,24,9,1
25,25,11,1
26,26,11,1
27,27,11,1
28,28,13,1
29,29,13,1
30,30,13,1
31,31,13,1
32,32,14,1
33,33,13,1
34,34,15,1
