1,ショルダーシュラッグ,
2,ショルダープレス,
3,フロントレイズ,
4,サイドレイズ,
5,リアレイズ,
6,インクラインダンベルフライ,
7,インクラインダンベルプレス,
8,インクラインスミスベンチプレス,
9,ダンベルフライ,
10,ダンベルプレス,
11,ベンチプレス,
12,チェストプレス,
13,ペックフライ,
14,ディップス,
15,ケーブルトライセプスエクステンション,
16,スカルクラッシャー,
17,プリーチャーカール,
18,ダンベルカール,
19,ハンマーカール,
20,デッドリフト,
21,バックエクステンション,
22,チンニング,
23,ベントオーバーロウ,
24,ローロウ,
25,アブローラー,
26,アブドミナルクランチ,
27,アブドミナルマシン,
28,スクワット,
29,ルーマニアンデッドリフト,
30,ブルガリアンスクワット,
31,レッグエクステンション,
32,レッグカール,
33,レッグプレス,
34,カーフレイズ,
